code,time_zone_id,country,region
CXT,Australia/Brisbane,Australia,Australia/New Zealand
CYC,America/Belize,Belize,Mexico/Central America
AXU,Africa/Addis_Ababa,Ethiopia,Africa
BDZ,Pacific/Port_Moresby,Papua New Guinea,Pacific
BFX,Africa/Douala,Cameroon,Africa
BGB,Africa/Libreville,Gabon,Africa
BGK,America/Belize,Belize,Mexico/Central America
BOV,Pacific/Port_Moresby,Papua New Guinea,Pacific
CWA,America/Chicago,United States,Domestic
CWB,America/Sao_Paulo,Brazil,South America
YAA,America/Vancouver,Canada,Canada
PST,America/Havana,Cuba,Caribbean
XSI,America/Winnipeg,Canada,Canada
CWC,Europe/Kiev,Ukraine,Europe
CWF,America/Chicago,United States,Domestic
CWI,America/Chicago,United States,Domestic
CWJ,Asia/Chongqing,China,Pacific
CWL,Europe/London,United Kingdom,Europe
CWT,Australia/Sydney,Australia,Australia/New Zealand
CWW,Australia/Sydney,Australia,Australia/New Zealand
CWX,America/Phoenix,United States,Domestic
CXA,America/Caracas,"Venezuela, Bolivarian Republic of",South America
CXB,Asia/Dhaka,Bangladesh,Pacific
CXC,America/Anchorage,United States,Alaska
MBF,Australia/Melbourne,Australia,Australia/New Zealand
CGT,Africa/Nouakchott,Mauritania,Africa
MDM,Pacific/Port_Moresby,Papua New Guinea,Pacific
CHY,Pacific/Guadalcanal,Solomon Islands,Pacific
PQS,America/Anchorage,United States,Alaska
CYD,America/Belize,Belize,Mexico/Central America
YCO,America/Cambridge_Bay,Canada,Canada
CYE,America/New_York,United States,Domestic
CYI,Asia/Taipei,"Taiwan, Province of China",Pacific
GEF,Pacific/Guadalcanal,Solomon Islands,Pacific
RMZ,Asia/Yekaterinburg,Russian Federation,Europe
QDV,America/Sao_Paulo,Brazil,South America
QKS,America/Denver,United States,Domestic
CYL,America/Tegucigalpa,Honduras,Mexico/Central America
SDW,Asia/Kolkata,India,Pacific
CYM,America/Sitka,United States,Alaska
CYO,America/Havana,Cuba,Caribbean
CYP,Asia/Manila,Philippines,Pacific
CYR,America/Montevideo,Uruguay,South America
CYU,Asia/Manila,Philippines,Pacific
SAP,America/Tegucigalpa,Honduras,Mexico/Central America
CYW,America/Mexico_City,Mexico,Mexico/Central America
CYX,Asia/Srednekolymsk,Russian Federation,Europe
YBX,America/Blanc-Sablon,Canada,Canada
SFB,America/New_York,United States,Domestic
CYZ,Asia/Manila,Philippines,Pacific
SFY,America/Chicago,United States,Domestic
CZA,America/Merida,Mexico,Mexico/Central America
SGC,Asia/Yekaterinburg,Russian Federation,Europe
SGF,America/Chicago,United States,Domestic
SGN,Asia/Ho_Chi_Minh,Viet Nam,Pacific
SGO,Australia/Brisbane,Australia,Australia/New Zealand
SGQ,Asia/Makassar,Indonesia,Pacific
SGX,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa
CZB,America/Sao_Paulo,Brazil,South America
CZE,America/Caracas,"Venezuela, Bolivarian Republic of",South America
SGY,America/Anchorage,United States,Alaska
SGZ,Asia/Bangkok,Thailand,Pacific
SKG,Europe/Athens,Greece,Europe
SKN,Europe/Oslo,Norway,Europe
SLU,America/St_Lucia,Saint Lucia,Caribbean
SLY,Asia/Yekaterinburg,Russian Federation,Europe
SOF,Europe/Sofia,Bulgaria,Europe
SOG,Europe/Oslo,Norway,Europe
MFO,Pacific/Port_Moresby,Papua New Guinea,Pacific
YEK,America/Rankin_Inlet,Canada,Canada
YIB,America/Atikokan,Canada,Canada
SOJ,Europe/Oslo,Norway,Europe
BMQ,Africa/Nairobi,Kenya,Africa
CHU,America/Anchorage,United States,Alaska
CZJ,America/Panama,Panama,Mexico/Central America
CZK,America/Los_Angeles,United States,Domestic
RCP,America/Anchorage,United States,Alaska
QCU,America/Godthab,Greenland,Other International
CZM,America/Cancun,Mexico,Mexico/Central America
YFX,America/St_Johns,Canada,Canada
CZS,America/Rio_Branco,Brazil,South America
CZT,America/Chicago,United States,Domestic
CZU,America/Bogota,Colombia,South America
QFI,America/Godthab,Greenland,Other International
CZW,Europe/Warsaw,Poland,Europe
PVK,Europe/Athens,Greece,Europe
PVL,America/New_York,United States,Domestic
CZX,Asia/Shanghai,China,Pacific
PVO,America/Guayaquil,Ecuador,South America
YEV,America/Inuvik,Canada,Canada
PVS,Asia/Anadyr,Russian Federation,Europe
YGM,America/Winnipeg,Canada,Canada
PVU,America/Denver,United States,Domestic
CZZ,America/Los_Angeles,United States,Domestic
DAA,America/New_York,United States,Domestic
PWE,Asia/Anadyr,Russian Federation,Europe
DAB,America/New_York,United States,Domestic
PWK,America/Chicago,United States,Domestic
PWM,America/New_York,United States,Domestic
PWN,America/Nassau,Bahamas,Caribbean
DAC,Asia/Dhaka,Bangladesh,Pacific
PWQ,Asia/Almaty,Kazakhstan,Pacific
DAD,Asia/Ho_Chi_Minh,Viet Nam,Pacific
PWT,America/Los_Angeles,United States,Domestic
SPH,Pacific/Port_Moresby,Papua New Guinea,Pacific
YHC,America/Vancouver,Canada,Canada
DBY,Australia/Brisbane,Australia,Australia/New Zealand
DCI,Europe/Rome,Italy,Europe
DCM,Europe/Paris,France,Europe
DCR,America/Indiana/Indianapolis,United States,Domestic
DCT,America/Nassau,Bahamas,Caribbean
DDP,America/Puerto_Rico,Puerto Rico,Caribbean
DCU,America/Chicago,United States,Domestic
DCY,Asia/Shanghai,China,Pacific
YHY,America/Yellowknife,Canada,Canada
DDU,Asia/Karachi,Pakistan,Pacific
PXO,Atlantic/Madeira,Portugal,Europe
PXR,Asia/Bangkok,Thailand,Pacific
QSZ,Asia/Shanghai,China,Pacific
RBD,America/Chicago,United States,Domestic
RBF,America/Los_Angeles,United States,Domestic
COO,Africa/Porto-Novo,Benin,Africa
RBK,America/Los_Angeles,United States,Domestic
YPJ,America/Montreal,Canada,Canada
CPG,America/Argentina/Buenos_Aires,Argentina,South America
CUS,America/Denver,United States,Domestic
YKK,America/Vancouver,Canada,Canada
RFP,Pacific/Tahiti,French Polynesia,Pacific
RGO,Asia/Pyongyang,"Korea, Democratic People's Republic of",Pacific
DAG,America/Los_Angeles,United States,Domestic
DAJ,Australia/Brisbane,Australia,Australia/New Zealand
RGS,Europe/Madrid,Spain,Europe
RHI,America/Chicago,United States,Domestic
RHO,Europe/Athens,Greece,Europe
RJI,Asia/Kolkata,India,Pacific
DAL,America/Chicago,United States,Domestic
DAM,Asia/Damascus,Syrian Arab Republic,Middle East
DAN,America/New_York,United States,Domestic
SBC,Pacific/Port_Moresby,Papua New Guinea,Pacific
DAP,Asia/Kathmandu,Nepal,Pacific
DAS,America/Yellowknife,Canada,Canada
RNB,Europe/Stockholm,Sweden,Europe
RJK,Europe/Zagreb,Croatia,Europe
DAT,Asia/Shanghai,China,Pacific
DAV,America/Panama,Panama,Mexico/Central America
DAX,Asia/Shanghai,China,Pacific
DAY,America/New_York,United States,Domestic
DEB,Europe/Budapest,Hungary,Europe
DAZ,Asia/Kabul,Afghanistan,Pacific
DEF,Asia/Tehran,"Iran, Islamic Republic of",Middle East
GRL,Pacific/Port_Moresby,Papua New Guinea,Pacific
RJL,Europe/Madrid,Spain,Europe
RJM,Asia/Jayapura,Indonesia,Pacific
YFI,America/Edmonton,Canada,Canada
YKQ,America/Montreal,Canada,Canada
DBA,Asia/Karachi,Pakistan,Pacific
DBD,Asia/Kolkata,India,Pacific
DBN,America/New_York,United States,Domestic
DBO,Australia/Sydney,Australia,Australia/New Zealand
DBP,Pacific/Port_Moresby,Papua New Guinea,Pacific
DBQ,America/Chicago,United States,Domestic
DBS,America/Boise,United States,Domestic
DBU,Asia/Colombo,Sri Lanka,Pacific
DBV,Europe/Zagreb,Croatia,Europe
YNA,America/Montreal,Canada,Canada
YSO,America/Goose_Bay,Canada,Canada
YQC,America/Montreal,Canada,Canada
YPH,America/Montreal,Canada,Canada
MIX,America/Bogota,Colombia,South America
RJN,Asia/Tehran,"Iran, Islamic Republic of",Middle East
RKD,America/New_York,United States,Domestic
RKE,Europe/Copenhagen,Denmark,Europe
RKS,America/Denver,United States,Domestic
RKT,Asia/Dubai,United Arab Emirates,Middle East
RLG,Europe/Berlin,Germany,Europe
RNP,Pacific/Majuro,Marshall Islands,Pacific
RNS,Europe/Paris,France,Europe
RNT,America/Los_Angeles,United States,Domestic
ROB,Africa/Monrovia,Liberia,Africa
ROI,Asia/Bangkok,Thailand,Pacific
ROK,Australia/Brisbane,Australia,Australia/New Zealand
RUD,Asia/Tehran,"Iran, Islamic Republic of",Middle East
RUL,Indian/Maldives,Maldives,Pacific
RUN,Indian/Reunion,Réunion,Africa
RUP,Asia/Kolkata,India,Pacific
RVN,Europe/Helsinki,Finland,Europe
RVT,Australia/Perth,Australia,Australia/New Zealand
RVY,America/Montevideo,Uruguay,South America
RZE,Europe/Warsaw,Poland,Europe
RZH,Asia/Vladivostok,Russian Federation,Europe
RZR,Asia/Tehran,"Iran, Islamic Republic of",Middle East
DEC,America/Chicago,United States,Domestic
DED,Asia/Kolkata,India,Pacific
DEE,Asia/Sakhalin,Russian Federation,Europe
KPM,Pacific/Port_Moresby,Papua New Guinea,Pacific
YPN,America/Montreal,Canada,Canada
DEH,America/Chicago,United States,Domestic
DEL,Asia/Kolkata,India,Pacific
YPY,America/Edmonton,Canada,Canada
DEN,America/Denver,United States,Domestic
DEO,America/Detroit,United States,Domestic
DER,Pacific/Port_Moresby,Papua New Guinea,Pacific
DET,America/Detroit,United States,Domestic
DEZ,Asia/Damascus,Syrian Arab Republic,Middle East
DFI,America/New_York,United States,Domestic
DFW,America/Chicago,United States,Domestic
DGN,America/New_York,United States,Domestic
DGO,America/Monterrey,Mexico,Mexico/Central America
DGP,Europe/Riga,Latvia,Europe
DGU,Africa/Ouagadougou,Burkina Faso,Africa
DGW,America/Denver,United States,Domestic
DHA,Asia/Riyadh,Saudi Arabia,Middle East
DHI,Asia/Kathmandu,Nepal,Pacific
BLO,Atlantic/Reykjavik,Iceland,Europe
DHL,Asia/Aden,Yemen,Middle East
MKB,Africa/Libreville,Gabon,Africa
RZS,Asia/Karachi,Pakistan,Pacific
SAA,America/Denver,United States,Domestic
SAG,Asia/Colombo,Sri Lanka,Pacific
SAT,America/Chicago,United States,Domestic
SAW,Europe/Istanbul,Türkiye,Europe
BOY,Africa/Ouagadougou,Burkina Faso,Africa
SBA,America/Los_Angeles,United States,Domestic
SCF,America/Phoenix,United States,Domestic
SCN,Europe/Berlin,Germany,Europe
SCQ,Europe/Madrid,Spain,Europe
SCR,Europe/Stockholm,Sweden,Europe
SCS,Europe/London,United Kingdom,Europe
SCT,Asia/Aden,Yemen,Middle East
SCU,America/Havana,Cuba,Caribbean
SCV,Europe/Bucharest,Romania,Europe
YXT,America/Vancouver,Canada,Canada
DHM,Asia/Kolkata,India,Pacific
SDL,Europe/Stockholm,Sweden,Europe
DHN,America/Chicago,United States,Domestic
SDQ,America/Santo_Domingo,Dominican Republic,Caribbean
RTE,America/Anchorage,United States,Alaska
YTB,America/Vancouver,Canada,Canada
DHT,America/Chicago,United States,Domestic
DIB,Asia/Kolkata,India,Pacific
DIE,Indian/Antananarivo,Madagascar,Africa
YWY,America/Yellowknife,Canada,Canada
YXJ,America/Dawson_Creek,Canada,Canada
DIG,Asia/Shanghai,China,Pacific
DIJ,Europe/Paris,France,Europe
DIK,America/Boise,United States,Domestic
DIL,Asia/Dili,Timor-Leste,Pacific
DIM,Africa/Abidjan,Côte d'Ivoire,Africa
DIN,Asia/Ho_Chi_Minh,Viet Nam,Pacific
DIQ,America/Sao_Paulo,Brazil,South America
DIS,Africa/Brazzaville,Congo,Africa
DIU,Asia/Kolkata,India,Pacific
DIV,Africa/Abidjan,Côte d'Ivoire,Africa
DIY,Europe/Istanbul,Türkiye,Europe
DJB,Asia/Jakarta,Indonesia,Pacific
DKK,America/New_York,United States,Domestic
DKS,Asia/Krasnoyarsk,Russian Federation,Europe
DMB,Asia/Almaty,Kazakhstan,Pacific
DME,Europe/Moscow,Russian Federation,Europe
DMK,Asia/Bangkok,Thailand,Pacific
ZFD,America/Regina,Canada,Canada
ZEL,America/Vancouver,Canada,Canada
BMK,Europe/Berlin,Germany,Europe
SDR,Europe/Madrid,Spain,Europe
BMM,Africa/Libreville,Gabon,Africa
ZGS,America/Blanc-Sablon,Canada,Canada
SDU,America/Sao_Paulo,Brazil,South America
BOZ,Africa/Bangui,Central African Republic,Africa
SEA,America/Los_Angeles,United States,Domestic
YZX,America/Halifax,Canada,Canada
SEK,Asia/Srednekolymsk,Russian Federation,Europe
SEN,Europe/London,United Kingdom,Europe
SEV,Europe/Kiev,Ukraine,Europe
SIU,America/Managua,Nicaragua,Mexico/Central America
SJY,Europe/Helsinki,Finland,Europe
PUO,America/Anchorage,United States,Alaska
SKB,America/St_Kitts,Saint Kitts and Nevis,Caribbean
SKD,Asia/Samarkand,Uzbekistan,Pacific
SKE,Europe/Oslo,Norway,Europe
RED,America/New_York,United States,Domestic
JQA,America/Godthab,Greenland,Other International
DJJ,Asia/Jayapura,Indonesia,Pacific
DJO,Africa/Abidjan,Côte d'Ivoire,Africa
ZAC,America/Winnipeg,Canada,Canada
DKR,Africa/Dakar,Senegal,Africa
SON,Pacific/Efate,Vanuatu,Pacific
DLB,Pacific/Port_Moresby,Papua New Guinea,Pacific
RMI,Europe/Rome,Italy,Europe
RMQ,Asia/Taipei,"Taiwan, Province of China",Pacific
RNE,Europe/Paris,France,Europe
DLE,Europe/Paris,France,Europe
DLF,America/Chicago,United States,Domestic
DLH,America/Chicago,United States,Domestic
RNG,America/Denver,United States,Domestic
RNN,Europe/Copenhagen,Denmark,Europe
RNO,America/Los_Angeles,United States,Domestic
DLI,Asia/Ho_Chi_Minh,Viet Nam,Pacific
SCE,America/New_York,United States,Domestic
DLL,America/New_York,United States,Domestic
DLM,Europe/Istanbul,Türkiye,Europe
DLN,America/Denver,United States,Domestic
DLR,Asia/Vladivostok,Russian Federation,Europe
DLS,America/Los_Angeles,United States,Domestic
DLU,Asia/Shanghai,China,Pacific
DLV,Australia/Darwin,Australia,Australia/New Zealand
DLZ,Asia/Ulaanbaatar,Mongolia,Pacific
DMA,America/Phoenix,United States,Domestic
MPF,Pacific/Port_Moresby,Papua New Guinea,Pacific
MMP,America/Bogota,Colombia,South America
RFN,Atlantic/Reykjavik,Iceland,Europe
RIR,America/Los_Angeles,United States,Domestic
SEZ,Indian/Mahe,Seychelles,Africa
PTV,America/Los_Angeles,United States,Domestic
PTW,America/New_York,United States,Domestic
PUN,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
PUF,Europe/Paris,France,Europe
PUG,Australia/Adelaide,Australia,Australia/New Zealand
PUH,America/Mexico_City,Mexico,Mexico/Central America
PTP,America/Guadeloupe,Guadeloupe,Caribbean
PTQ,America/Belem,Brazil,South America
PTS,America/Chicago,United States,Domestic
PTY,America/Panama,Panama,Mexico/Central America
PUB,America/Denver,United States,Domestic
PUT,Asia/Kolkata,India,Pacific
PUC,America/Denver,United States,Domestic
PUE,America/Panama,Panama,Mexico/Central America
ADI,Africa/Windhoek,Namibia,Africa
ADY,Africa/Johannesburg,South Africa,Africa
AGW,Australia/Brisbane,Australia,Australia/New Zealand
PUJ,America/Santo_Domingo,Dominican Republic,Caribbean
PUL,America/Los_Angeles,United States,Domestic
PUM,Asia/Makassar,Indonesia,Pacific
PUS,Asia/Seoul,"Korea, Republic of",Pacific
ZSJ,America/Winnipeg,Canada,Canada
DMN,America/Denver,United States,Domestic
DMU,Asia/Kolkata,India,Pacific
DNA,Asia/Tokyo,Japan,Pacific
DNE,America/Chicago,United States,Domestic
DNF,Africa/Tripoli,Libya,Africa
DNK,Europe/Kiev,Ukraine,Europe
DNL,America/New_York,United States,Domestic
PXA,Asia/Jakarta,Indonesia,Pacific
ALK,Africa/Addis_Ababa,Ethiopia,Africa
BCO,Africa/Addis_Ababa,Ethiopia,Africa
BEI,Africa/Addis_Ababa,Ethiopia,Africa
BJR,Africa/Addis_Ababa,Ethiopia,Africa
BOK,America/Los_Angeles,United States,Domestic
DNO,America/Araguaina,Brazil,South America
DNQ,Australia/Sydney,Australia,Australia/New Zealand
DNR,Europe/Paris,France,Europe
MRH,Pacific/Port_Moresby,Papua New Guinea,Pacific
DNS,America/Chicago,United States,Domestic
DNT,America/Los_Angeles,United States,Domestic
YRR,America/Vancouver,Canada,Canada
RRI,Pacific/Guadalcanal,Solomon Islands,Pacific
SMI,Europe/Athens,Greece,Europe
PXL,America/Phoenix,United States,Domestic
PXM,America/Mexico_City,Mexico,Mexico/Central America
PXS,Europe/Madrid,Spain,Europe
PYA,America/Bogota,Colombia,South America
PYB,Asia/Kolkata,India,Pacific
DEM,Africa/Addis_Ababa,Ethiopia,Africa
PYC,America/Panama,Panama,Mexico/Central America
DGC,Africa/Addis_Ababa,Ethiopia,Africa
DGM,Asia/Colombo,Sri Lanka,Pacific
ABK,Africa/Addis_Ababa,Ethiopia,Africa
PYG,Asia/Kolkata,India,Pacific
AWA,Africa/Addis_Ababa,Ethiopia,Africa
DIR,Africa/Addis_Ababa,Ethiopia,Africa
PYR,Europe/Athens,Greece,Europe
PYS,America/Los_Angeles,United States,Domestic
BQO,Africa/Abidjan,Côte d'Ivoire,Africa
CAX,Europe/London,United Kingdom,Europe
CRF,Africa/Bangui,Central African Republic,Africa
DBT,Africa/Addis_Ababa,Ethiopia,Africa
PYV,America/Panama,Panama,Mexico/Central America
PZH,Asia/Karachi,Pakistan,Pacific
PZL,Africa/Johannesburg,South Africa,Africa
PZE,Europe/London,United Kingdom,Europe
QGV,Europe/Berlin,Germany,Europe
PZK,Pacific/Rarotonga,Cook Islands,Pacific
DJA,Africa/Porto-Novo,Benin,Africa
DJE,Africa/Tunis,Tunisia,Africa
DNV,America/Chicago,United States,Domestic
DNZ,Europe/Istanbul,Türkiye,Europe
DOC,Europe/London,United Kingdom,Europe
DOH,Asia/Qatar,Qatar,Middle East
DOL,Europe/Paris,France,Europe
PZU,Africa/Khartoum,Sudan,Africa
QAQ,Europe/Rome,Italy,Europe
DOR,Africa/Ouagadougou,Burkina Faso,Africa
DOS,Pacific/Port_Moresby,Papua New Guinea,Pacific
DOU,America/Campo_Grande,Brazil,South America
DOV,America/New_York,United States,Domestic
DOY,Asia/Shanghai,China,Pacific
DPA,America/Chicago,United States,Domestic
DPE,Europe/Paris,France,Europe
DPG,America/Denver,United States,Domestic
DPK,America/New_York,United States,Domestic
DRY,Australia/Perth,Australia,Australia/New Zealand
MSG,Africa/Maseru,Lesotho,Africa
MTF,Africa/Addis_Ababa,Ethiopia,Africa
NEK,Africa/Addis_Ababa,Ethiopia,Africa
YGT,America/Iqaluit,Canada,Canada
ASO,Africa/Addis_Ababa,Ethiopia,Africa
QCY,Europe/London,United Kingdom,Europe
BRP,Pacific/Port_Moresby,Papua New Guinea,Pacific
QFK,Europe/Oslo,Norway,Europe
QFQ,Europe/Oslo,Norway,Europe
QGQ,America/Godthab,Greenland,Other International
WMK,America/Anchorage,United States,Alaska
DND,Europe/London,United Kingdom,Europe
DNU,Pacific/Port_Moresby,Papua New Guinea,Pacific
DON,America/Guatemala,Guatemala,Mexico/Central America
DPL,Asia/Manila,Philippines,Pacific
DPS,Asia/Makassar,Indonesia,Pacific
DPT,Asia/Yakutsk,Russian Federation,Europe
DPU,Pacific/Port_Moresby,Papua New Guinea,Pacific
DQA,Asia/Shanghai,China,Pacific
DRI,America/Chicago,United States,Domestic
DRO,America/Denver,United States,Domestic
DRT,America/Chicago,United States,Domestic
DRU,America/Denver,United States,Domestic
DRV,Indian/Maldives,Maldives,Pacific
DRW,Australia/Darwin,Australia,Australia/New Zealand
DSA,Europe/London,United Kingdom,Europe
DSD,America/Guadeloupe,Guadeloupe,Caribbean
DSE,Africa/Addis_Ababa,Ethiopia,Africa
DSG,Asia/Manila,Philippines,Pacific
DSI,America/Chicago,United States,Domestic
DSK,Asia/Karachi,Pakistan,Pacific
DSM,America/Chicago,United States,Domestic
DSN,Asia/Shanghai,China,Pacific
DSO,Asia/Pyongyang,"Korea, Democratic People's Republic of",Pacific
DSS,Africa/Dakar,Senegal,Africa
PYK,Asia/Tehran,"Iran, Islamic Republic of",Middle East
PYY,Asia/Bangkok,Thailand,Pacific
PZB,Africa/Johannesburg,South Africa,Africa
PZI,Asia/Shanghai,China,Pacific
PZO,America/Caracas,"Venezuela, Bolivarian Republic of",South America
PZY,Europe/Bratislava,Slovakia,Europe
DSV,America/New_York,United States,Domestic
ALU,Africa/Mogadishu,Somalia,Africa
DSX,Asia/Taipei,"Taiwan, Province of China",Pacific
RAV,America/Bogota,Colombia,South America
BBO,Africa/Mogadishu,Somalia,Africa
BIB,Africa/Mogadishu,Somalia,Africa
BJM,Africa/Bujumbura,Burundi,Africa
BLW,Pacific/Honolulu,United States,Hawaii
BSA,Africa/Mogadishu,Somalia,Africa
BSW,America/Anchorage,United States,Alaska
DTA,America/Denver,United States,Domestic
BSY,Africa/Mogadishu,Somalia,Africa
DTE,Asia/Manila,Philippines,Pacific
DTI,America/Sao_Paulo,Brazil,South America
RAZ,Asia/Karachi,Pakistan,Pacific
LGX,Africa/Mogadishu,Somalia,Africa
DTB,Asia/Jakarta,Indonesia,Pacific
DTL,America/Chicago,United States,Domestic
DTM,Europe/Berlin,Germany,Europe
DTU,Asia/Shanghai,China,Pacific
DUR,Africa/Johannesburg,South Africa,Africa
DVK,America/Yellowknife,Canada,Canada
BUO,Africa/Mogadishu,Somalia,Africa
DVL,America/Chicago,United States,Domestic
CMO,Africa/Mogadishu,Somalia,Africa
DVN,America/Chicago,United States,Domestic
DVO,Asia/Manila,Philippines,Pacific
CMS,Africa/Mogadishu,Somalia,Africa
CSO,Europe/Berlin,Germany,Europe
CTW,America/Phoenix,United States,Domestic
CUJ,Asia/Manila,Philippines,Pacific
CXN,Africa/Mogadishu,Somalia,Africa
ENS,Europe/Amsterdam,Netherlands,Europe
RBA,Africa/Casablanca,Morocco,Africa
ZQF,Europe/Berlin,Germany,Europe
RBE,Asia/Phnom_Penh,Cambodia,Pacific
RAE,Asia/Riyadh,Saudi Arabia,Middle East
RBG,America/Los_Angeles,United States,Domestic
RAI,Atlantic/Cape_Verde,Cabo Verde,Africa
RBL,America/Los_Angeles,United States,Domestic
RAK,Africa/Casablanca,Morocco,Africa
RBN,America/New_York,United States,Domestic
RAP,America/Denver,United States,Domestic
RAR,Pacific/Rarotonga,Cook Islands,Pacific
RAS,Asia/Tehran,"Iran, Islamic Republic of",Middle East
RBM,Europe/Berlin,Germany,Europe
RDG,America/New_York,United States,Domestic
